code,first_name,second_name,web_name,16-17
126407,Nabil,Bentaleb,Bentaleb,395
58791,Ryan,Mason,Mason,396
93464,Tom,Carroll,Carroll,397
108823,Bamidele,Alli,Alli,398
168765,Joshua,Onomah,Onomah,399
54756,Victor,Wanyama,Wanyama,400
106450,Alex,Pritchard,Pritchard,401
85971,Heung-Min,Son,Son,402
78830,Harry,Kane,Kane,403
145212,Clinton,N'Jie,N'Jie,404
165990,Vincent,Janssen,Janssen,405
56827,Costel,Pantilimon,Pantilimon,406
18656,Heurelho,Gomes,Gomes,407
41338,Craig,Cathcart,Cathcart,408
41945,Sebastian,Prödl,Prödl,409
98780,Juan Carlos,Paredes,Paredes,410
40868,José,Holebas,Holebas,411
67527,Allan-Roméo,Nyom,Nyom,412
52153,Miguel,Britos,Britos,413
85624,Christian,Kabasele,Kabasele,414
44302,Adlène,Guédioura,Guédioura,415
38439,Etienne,Capoue,Capoue,416
41926,Almen,Abdi,Abdi,417
16045,Ben,Watson,Watson,418
19342,Ikechi,Anya,Anya,419
21123,Valon,Behrami,Behrami,420
88935,Steven,Berghuis,Berghuis,421
44604,Nordin,Amrabat,Amrabat,422
28160,Mario,Suárez,Suárez,423
173514,Isaac,Success,Success,424
41725,Troy,Deeney,Deeney,425
58498,Odion,Ighalo,Ighalo,426
179620,Mamadou Obbi,Oularé,Oularé,427
133801,Jerome,Sinclair,Sinclair,428
12086,Boaz,Myhill,Myhill,429
9089,Ben,Foster,Foster,430
37642,Jonny,Evans,Evans,431
39253,Jonas,Olsson,Olsson,432
60232,Craig,Dawson,Dawson,433
42583,Sébastien,Pocognoli,Pocognoli,434
77760,Cristian,Gamboa,Gamboa,435
19272,Gareth,McAuley,McAuley,436
43252,James,Chester,Chester,437
19151,Chris,Brunt,Brunt,438
14295,Darren,Fletcher,Fletcher,439
28468,Craig,Gardner,Gardner,440
18008,James,Morrison,Morrison,441
55829,Claudio,Yacob,Yacob,442
61538,Callum,McManaman,McManaman,443
63370,James,McClean,McClean,444
173809,Jonathan,Leko,Leko,445
50229,Matt,Phillips,Phillips,446
11037,Rickie,Lambert,Lambert,447
91972,Saido,Berahino,Berahino,448
57134,Salomón,Rondón,Rondón,449
60706,Adrián,San Miguel del Castillo,Adrián,450
32259,Darren,Randolph,Randolph,451
8380,James,Collins,Collins,452
48717,Winston,Reid,Reid,453
55459,Aaron,Cresswell,Cresswell,454
173792,Reece,Oxford,Oxford,455
40669,Angelo,Ogbonna,Ogbonna,456
113564,Sam,Byram,Byram,457
18073,Mark,Noble,Noble,458
55037,Cheikhou,Kouyaté,Kouyaté,459
59779,Pedro,Obiang,Obiang,460
37901,Dimitri,Payet,Payet,461
86934,Manuel,Lanzini,Lanzini,462
172567,Josh,Cullen,Cullen,463
57531,Michail,Antonio,Antonio,464
43626,Håvard,Nordtveit,Nordtveit,465
44336,Sofiane,Feghouli,Feghouli,466
59796,Gökhan,Töre,Töre,467
40142,Andy,Carroll,Carroll,468
148179,Enner,Valencia,Valencia,469
73889,Diafra,Sakho,Sakho,470
98747,Nick,Pope,Pope,471
1801,Paul,Robinson,Robinson,472
60586,Johann Berg,Gudmundsson,Gudmundsson,473
33871,Ragnar,Klavan,Klavan,474
210237,Marko,Grujic,Grujic,475
160729,Jason,Denayer,Denayer,476
20399,Antonio,Barragán,Barragán,477
42892,Álvaro,Negredo,Negredo,478
42738,Juan,Zuñiga,Zuñiga,479
97296,Tommie,Hoban,Hoban,480
86431,Brice,Dja Djédjé,Dja Djédjé,481
121599,Abdoulaye,Doucouré,Doucouré,482
81183,Matej,Vydra,Vydra,483
156074,Rob,Holding,Holding,484
41733,Georginio,Wijnaldum,Wijnaldum,485
205102,Ramadan,Sobhi,Sobhi,486
159506,Ola,Aina,Aina,487
80801,Idrissa,Gueye,Gueye,488
182156,Leroy,Sané,Sané,489
41705,Bradley,Guzan,Guzan,490
78091,Gastón,Ramírez,Ramírez,491
40833,Jérémy,Pied,Pied,492
147675,Chuba,Akpom,Akpom,493
138009,Sullay,Kaikai,Kaikai,494
194164,Mason,Holgate,Holgate,495
172850,Benjamin,Chilwell,Chilwell,496
165911,Bartosz,Kapustka,Kapustka,497
145235,Jose Angel,Esmoris Tasende,Angelino,498
80935,Papy,Djilobodji,Djilobodji,499
19760,Fernando,Llorente,Llorente,500
168763,Cameron,Carter-Vickers,Carter-Vickers,501
80788,Daniel,Lafferty,Lafferty,502
74208,Paul,Pogba,Pogba,503
88900,Jack,Stephens,Stephens,504
105717,Arthur,Masuaku,Masuaku,505
160816,Donald,Love,Love,506
83091,Borja,Bastón,Bastón,507
94926,Olayinka Fredrick Oladotun,Ladapo,Ladapo,508
204216,Keshi,Anderson,Anderson,509
215457,Kane,Wilson,Wilson,510
195864,Sam,Field,Field,511
173807,Tom,Davies,Davies,512
157668,Harry,Winks,Winks,513
155509,Greg,Olley,Olley,514
213384,Josh,Clackstone,Clackstone,515
178186,Jarrod,Bowen,Bowen,516
19812,Dusan,Kuciak,Kuciak,517
202174,Greg,Luer,Luer,518
221267,Josh,Tymon,Tymon,519
149016,Lynden,Gooch,Gooch,520
219727,Joel,Asoro,Asoro,521
15633,Alex,Baptiste,Baptiste,522
169187,Trent,Alexander-Arnold,Alexander-Arnold,523
1616,Alexander,Manninger,Manninger,524
39847,Steven,Defour,Defour,525
168287,Jonathan,Calleri,Calleri,526
54771,Fabio Pereira,da Silva,Fabio,527
170154,Pablo,Maffeo,Maffeo,528
153772,Luke,McGee,McGee,529
89085,Nathaniel,Chalobah,Chalobah,530
234483,Aiden,O'Neill,O'Neill,531
170851,Josh,Robson,Josh Robson,532
7525,Steven,Pienaar,Pienaar,533
156658,Reece,Burke,Burke,534
176296,Ashley,Fletcher,Fletcher,535
90105,Ryan,Fraser,Fraser,536
154558,Thomas,Robson,Thomas Robson,537
109528,Javier,Manquillo,Manquillo,538
61566,Roberto,Pereyra,Pereyra,539
52940,Daryl,Janmaat,Janmaat,540
33148,Claudio,Bravo,Bravo,541
163526,Edimilson,Fernandes,Fernandes,542
130103,Hiram,Boateng,Boateng,543
200455,Julien,Ngoy,Ngoy,544
221268,Ben,Hinchcliffe,Hinchcliffe,545
169432,Oliver,McBurnie,McBurnie,546
168717,Maksymilian,Stryjek,Stryjek,547
112507,Jack,Rose,Rose,548
155851,Lucas,Pérez,Pérez,549
60270,Simone,Zaza,Zaza,550
128198,Sofiane,Boufal,Boufal,551
20046,Stefano,Okaka,Okaka,552
106617,Patrick,Bamford,Bamford,553
15144,David,Marshall,Marshall,554
69140,Shkodran,Mustafi,Mustafi,555
20145,Adrian,Mariappa,Mariappa,556
91126,Will,Keane,Keane,557
149266,Alfie,Mawson,Mawson,558
144660,Didier,Ndong,Ndong,559
83314,Jeff,Hendrick,Hendrick,560
82263,Marcos,Alonso,Alonso,561
85352,Bruno,Martins Indi,Martins Indi,562
159533,Adama,Traoré,Traoré,563
182960,Pau,López Sabata,Pau López,564
168566,Georges-Kévin,Nkoudou,Nkoudou,565
156686,James,Weir,Weir,566
149828,Islam,Slimani,Slimani,567
18759,Álvaro,Arbeloa,Arbeloa,568
39472,Dieumerci,Mbokani,Mbokani,569
41270,David,Luiz Moreira Marinho,David Luiz,570
49440,Hal,Robson-Kanu,Robson-Kanu,571
45268,Moussa,Sissoko,Sissoko,572
82771,Markus,Henriksen,Henriksen,573
6744,Lee,Grant,Grant,574
28593,Victor,Anichebe,Anichebe,575
18155,Mathieu,Flamini,Flamini,576
81061,Michael,Simões Domingues,Mika,577
178871,Aleix,García Serrano,García,578
191769,Jonathan,Benteke,Jonathan Benteke,579
106603,Ezekiel,Fryers,Fryers,580
221275,Luke,Dreher,Dreher,581
154051,Oviemuno,Ejaria,Ejaria,582
38038,Ben,Hamer,Hamer,583
101179,Lloyd,Isgrove,Isgrove,584
221271,Ben,Wynter,Wynter,585
158544,Jake,Hesketh,Hesketh,586
114000,George,Honeyman,Honeyman,587
208987,Jeff,Reine-Adelaide,Reine-Adelaide,588
154050,Olufela,Olomola,Olomola,589
154566,Dominic,Solanke,Solanke,590
82257,Raphael,Spiegel,Spiegel,591
153373,Sam,McQueen,McQueen,592
154043,Ainsley,Maitland-Niles,Maitland-Niles,593
41674,Kevin,Long,Long,594
177815,Dominic,Calvert-Lewin,Calvert-Lewin,595
185056,Mateusz,Hewelt,Hewelt,596
3201,Stuart,Taylor,Taylor,597
200617,Daniel,James,James,598
220650,Thibaud,Verlinden,Verlinden,599
61302,Ryan,Allsop,Allsop,600
112520,Alex,Palmer,Palmer,601
61604,Matthew,James,James,602
182436,Ben,Woodburn,Woodburn,603
153379,Joshua,Sims,Sims,604
243531,Andrew,Eleftheriou,Eleftheriou,605
215885,Michael,Phillips,Phillips,606
109646,Oluwatosin,Adarabioyo,Tosin Adarabioyo,607
181489,Alex,Pike,Pike,608
195859,Marcus,Browne,Browne,609
216058,Domingos,Quina,Quina,610
169735,Noor,Husin,Husin,611
214590,Aaron,Wan-Bissaka,Wan-Bissaka,612
195480,Josh,Maja,Maja,613
232427,Rekeem,Harper,Harper,614
149051,Ethan,Robson,Ethan Robson,615
153673,Jonjoe,Kenny,Kenny,616
204819,Elliot,Embleton,Embleton,617
204480,Declan,Rice,Rice,618
221286,Charlie,Rowan,Rowan,619
204760,Michael,Folivi,Folivi,620
231172,Brandon,Mason,Mason,621
179725,Carl,Stewart,Stewart,622
198044,Harry,Lewis,Lewis,623
154559,Michael,Ledger,Ledger,624
205651,Gabriel Fernando,de Jesus,Jesus,625
15276,Joey,Barton,Barton,626
219352,Ademola,Lookman,Lookman,627
203341,Wilfred,Ndidi,Ndidi,628
49207,Rudy,Gestede,Gestede,629
52287,Evandro,Goebel,Evandro,630
169130,Joel,Taylor,Taylor,631
57586,Luciano,Narsingh,Narsingh,632
28654,Martin,Olsson,Olsson,633
92293,Omar,Elabdellaoui,Elabdellaoui,634
7551,Joleon,Lescott,Lescott,635
49696,Mauro,Zárate,Zárate,636
96764,M'Baye,Niang,Niang,637
39167,Andrea,Ranocchia,Ranocchia,638
57187,Giedrius,Arlauskis,Arlauskis,639
90517,Robbie,Brady,Brady,640
60551,Ashley,Westwood,Westwood,641
80146,Jordan,Ayew,Ayew,642
61548,Manolo,Gabbiadini,Gabbiadini,643
49688,Alfred,N'Diaye,N'Diaye,644
103127,Molla,Wagué,Wagué,645
66975,Luka,Milivojevic,Milivojevic,646
49957,Kamil,Grosicki,Grosicki,647
209212,Thomas,Edwards,Edwards,648
167789,Baily,Cargill,Cargill,649
115357,Mouez,Hassen,Hassen,650
207725,Daniel,Agyei,Agyei,651
43693,Martín,Cáceres,Cáceres,652
153682,Harry,Wilson,Wilson,653
192290,Connor,Roberts,Roberts,654
176295,Matthew,Willock,Willock,655
180804,Axel,Tuanzebe,Tuanzebe,656
98980,Damian Emiliano,Martinez,Martinez,657
169527,Joe,Williams,Joe Williams,658
243532,Dion,Pereira,Pereira,659
113534,Matt,Macey,Macey,660
90263,James,Husband,Husband,661
168196,Joel Dinis,Castro Pereira,Joel Pereira,662
41251,Eduardo,Dos Reis Carvalho,Eduardo,663
156660,Moses,Makasi,Makasi,664
183487,Nathan,Holland,Holland,665
195473,Rhian,Brewster,Brewster,666
195851,Scott,McTominay,McTominay,667
107265,Angus,Gunn,Gunn,668
171277,Demetri,Mitchell,Mitchell,669
179596,Elliott,Moore,Moore,670
157665,Filip,Lesniak,Lesniak,671
205135,Samuel,Shashoua,Shashoua,672
179261,Zachary,Dearnley,Dearnley,673
156690,Joshua,Harrop,Harrop,674
221568,Daniel,Kemp,Kemp,675
240499,Daniel,Batty,Batty,676
225321,Aaron,Ramsdale,Ramsdale,677
