code,first_name,second_name,web_name,understat
192303,Christoph,Zimmermann,Zimmermann,7990.0
192895,Kieran,Tierney,Tierney,8089.0
193109,Callum,Slattery,Slattery,7335.0
193111,Todd,Cantwell,Cantwell,7695.0
193195,Allan,Campbell,Campbell,11727.0
193204,Joe,Aribo,Aribo,10766.0
193488,Anwar,El Ghazi,El Ghazi,5612.0
193645,Robin,Koch,Koch,6273.0
194010,Rico,Henry,Henry,9679.0
194126,Michael,Verrips,Verrips,8169.0
194164,Mason,Holgate,Holgate,985.0
194190,Harry,Souttar,Souttar,6329.0
194252,Steven,Bergwijn,Bergwijn,8300.0
194401,Adalberto,Peñaranda,Peñaranda,1548.0
194634,Diogo,Teixeira da Silva,Diogo J.,6854.0
194794,Fikayo,Tomori,Tomori,703.0
194798,Bernard,Ashley-Seal,Ashley-Seal,8128.0
194799,Jamal,Lewis,Lewis,7691.0
195064,Mace,Goodridge,Goodridge,8194.0
195384,Mikel,Merino Zazón,Merino,5304.0
195471,Anthony,Driscoll-Glennon,Driscoll-Glennon,7572.0
195473,Rhian,Brewster,Brewster,5569.0
195480,Josh,Maja,Maja,5587.0
195546,Emiliano,Buendía Stati,Buendía,2203.0
195728,Alex,Kral,Kral,8017.0
195735,Nicolas,Pépé,Pepe,5656.0
195774,Gedson,Carvalho Fernandes,Fernandes,8257.0
195851,Scott,McTominay,McTominay,5560.0
195855,Beni,Baningime,Baningime,6384.0
195859,Marcus,Browne,Browne,1052.0
195860,Joe,Powell,Powell,7238.0
195864,Sam,Field,Field,1013.0
195899,Gianluca,Scamacca,Scamacca,6253.0
196100,Gustavo,Hamer,Hamer,11839.0
196118,Yoshinori,Muto,Muto,47.0
196411,Conor,Chaplin,Chaplin,12750.0
197024,Guido,Rodríguez,G.Rodriguez,8267.0
197030,Aboubakar,Kamara,Kamara,4866.0
197365,Eric,Bailly,Bailly,1739.0
197464,Nathaniel,Phillips,N.Phillips,8228.0
197469,Hamza,Choudhury,Choudhury,6418.0
197937,Oliver,Burke,Burke,5256.0
198044,Harry,Lewis,Lewis,5592.0
198501,Sead,Haksabanovic,Haksabanovic,6393.0
198504,Kazaiah,Sterling,Sterling,6684.0
198826,Ben,Godfrey,Godfrey,7689.0
198842,Connor,Ronan,Ronan,10753.0
198847,Bright,Enobakhare,Enobakhare,6858.0
198849,Lucas,Torreira di Pascua,Torreira,1227.0
198869,Benjamin,White,White,7298.0
199056,Gabriel,Osho,Osho,12151.0
199170,Moussa,Niakhaté,Niakhaté,5989.0
199249,Sergio,Reguilón,Reguilón,7187.0
199404,Tashan,Oakley-Boothe,Oakley-Boothe,6250.0
199583,Dujon,Sterling,Sterling,6491.0
199584,Japhet,Tanganga,Tanganga,8222.0
199598,Ethan,Ampadu,Ampadu,6369.0
199670,Odsonne,Édouard,Édouard,3697.0
199796,Matty,Cash,Cash,8864.0
199798,Ezri,Konsa Ngoyo,Konsa,7726.0
199806,Dion,Henry,Henry,6358.0
200088,Daniel,N'Lundulu,Nlundulu,7983.0
200089,Joe,Willock,Willock,6630.0
200370,Matt,Butcher,Butcher,1069.0
200402,Nélson,Cabral Semedo,N.Semedo,6163.0
200428,Mateusz,Lis,Lis,11103.0
200439,Che,Adams,Adams,7700.0
200455,Julien,Ngoy,Ngoy,1777.0
200600,Daniel,Castelo Podence,Podence,8291.0
200617,Daniel,James,James,5595.0
200641,Reiss,Nelson,Nelson,6492.0
200720,Caoimhín,Kelleher,Kelleher,7904.0
200785,Tyler,Adams,Adams,7352.0
200826,Giovani,Lo Celso,Lo Celso,5681.0
200834,Nordi,Mukiele,Mukiele,5659.0
200878,Filip,Krovinovic,Krovinovic,8966.0
200884,Tyrese,Campbell,Campbell,6561.0
201057,Thilo,Kehrer,Kehrer,2674.0
201084,Timothy,Fosu-Mensah,Fosu-Mensah,549.0
201410,Auston,Trusty,Trusty,11732.0
201440,Hwang,Ui-jo,Ui-jo,7746.0
201595,Lucas Estella,Perri,Perri,12369.0
201658,Marcus,Tavernier,Tavernier,10741.0
201666,Harvey,Barnes,Barnes,6681.0
201667,Josh,Knight,Knight,7294.0
201895,Omar,Alderete,Alderete,8986.0
202174,Greg,Luer,Luer,1780.0
202641,André,Onana,Onana,10913.0
202993,Rodrigo,Bentancur,Bentancur,6108.0
203325,André-Frank,Zambo Anguissa,Anguissa,6434.0
203341,Wilfred,Ndidi,Ndidi,5545.0
203368,Frédéric,Guilbert,Guilbert,3253.0
203389,Nathan,Tella,Tella,8456.0
204043,Arthur Henrique,Ramos de Oliveira Melo,Arthur,6942.0
204120,Olivier,Boscagli,Boscagli,3645.0
204214,Pervis,Estupiñán Tenorio,Estupiñan,5136.0
204216,Keshi,Anderson,Anderson,1779.0
204380,Juninho,Bacuna,Bacuna,7219.0
204454,Isaac,Mbenza,Mbenza,5662.0
204480,Declan,Rice,Rice,5553.0
204481,Tyreke,Johnson,Johnson,7314.0
204580,Vitaly,Janelt,Janelt,9680.0
204642,Jay-Roy,Grot,Grot,
204646,Donyell,Malen,Malen,9749.0
204676,Andi,Zeqiri,Zeqiri,9099.0
204716,Ibrahima,Konaté,Konaté,6326.0
204727,Malang,Sarr,M.Sarr,5648.0
204760,Michael,Folivi,Folivi,5586.0
204814,Ben,Brereton Díaz,Brereton Díaz,11815.0
204819,Elliot,Embleton,Embleton,5564.0
204820,George,Marsh,Marsh,7542.0
204822,Omar,Richards,O.Richards,9675.0
204863,Ryan,Manning,Manning,13134.0
204936,Gianluigi,Donnarumma,Donnarumma,1116.0
204968,Ryan,Yates,Yates,11003.0
205102,Ramadan,Sobhi,Sobhi,1764.0
205135,Samuel,Shashoua,Shashoua,5572.0
205533,Eddie,Nketiah,Nketiah,6482.0
205651,Gabriel,Fernando de Jesus,G.Jesus,5543.0
205836,Saman,Ghoddos,Ghoddos,7069.0
206325,Oleksandr,Zinchenko,Zinchenko,2958.0
206882,Pontus,Dahlberg,Dahlberg,
206915,Curtis,Jones,C.Jones,6665.0
207189,Sander,Berge,Berge,8285.0
207270,Daniel,Iversen,Iversen,10808.0
207283,Mathias,Jensen,Jensen,7166.0
207300,Mihai-Alexandru,Dobre,Dobre,8208.0
207722,Jack,Walton,Walton,
207725,Daniel,Agyei,Agyei,5563.0
208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,8327.0
208904,Mads Juel,Andersen,Andersen,11715.0
208912,Joe,Worrall,Worrall,10756.0
208973,Francisco,Sierralta,Sierralta,7081.0
208987,Jeff,Reine-Adelaide,Reine-Adelaide,1056.0
208998,Zeze Steven,Sessegnon,Sessegnon,7205.0
209035,Jonathan,Panzo,Panzo,7247.0
209036,Marc,Guéhi,Guéhi,7603.0
209037,Zech,Medley,Medley,7231.0
209040,Timothy,Eyoma,Eyoma,7311.0
209041,Angel,Gomes,Angel,5598.0
209042,Oliver,Skipp,Skipp,7198.0
209043,Nya,Kirby,Kirby,6563.0
209045,Taylor,Richards,Richards,9735.0
209046,Callum,Hudson-Odoi,Hudson-Odoi,6456.0
209212,Thomas,Edwards,Edwards,5593.0
209243,Jadon,Sancho,Sancho,6345.0
209244,Phil,Foden,Foden,6055.0
209288,Tom,McGill,McGill,9319.0
209289,Emile,Smith Rowe,Smith Rowe,7230.0
209293,Daiki,Hashioka,Hashioka,12509.0
209353,Patrick,Cutrone,Cutrone,4918.0
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,5245.0
209365,Matthijs,de Ligt,De Ligt,7902.0
209400,Daichi,Kamada,Kamada,6145.0
209411,Joe,Tupper,Tupper,7348.0
209413,Jordi,Osei-Tutu,Osei-Tutu,6723.0
209418,Tobi,Omole,Omole,9950.0
209419,Max,Melbourne,Melbourne,6423.0
209420,Joy,Mukena,Mukena,6539.0
209925,Xande,Nascimento da Costa Silva,Xande Silva,7312.0
210156,Taiwo,Awoniyi,Awoniyi,7814.0
210207,Fousseni,Diabaté,Diabaté,5767.0
210237,Marko,Grujic,Grujic,1669.0
210407,Matheus,Pereira,Pereira,7153.0
210462,Ibrahim,Sangaré,Sangaré,5722.0
210494,Nayef,Aguerd,N.Aguerd,6935.0
211975,Manuel,Akanji,Akanji,6490.0
212314,Saša,Lukić,Lukić,1537.0
212319,Richarlison,de Andrade,Richarlison,6026.0
212325,Pierre,Lees-Melou,Lees-Melou,5619.0
212701,Denis,Zakaria,Zakaria,6147.0
212721,Lyanco,Silveira Neves Vojnovic,Lyanco,6252.0
212723,Milot,Rashica,Rashica,6523.0
213056,Tudor,Baluta,Baluta,8019.0
213198,Christopher,Nkunku,Nkunku,3300.0
213280,Jake,Eastwood,Eastwood,8233.0
213345,Wesley,Moraes Ferreira da Silva,Wesley,7724.0
213384,Josh,Clackstone,Clackstone,1774.0
213405,Filip,Benkovic,Benkovic,8238.0
213482,Yan,Valery,Valery,7280.0
213687,Charlie,Goode,Goode,9687.0
213999,Edson,Álvarez Velázquez,Álvarez,11926.0
214048,Maximilian,Kilman,Kilman,7332.0
214225,Joe,Rodon,Rodon,6377.0
214285,Konstantinos,Tsimikas,Tsimikas,8852.0
214466,Will,Smallbone,Smallbone,8224.0
214470,Jake,Vokins,Vokins,8493.0
214572,Brandon,Austin,Austin,8093.0
214590,Aaron,Wan-Bissaka,Wan-Bissaka,5584.0
214964,George,Edmundson,Edmundson,12947.0
214987,Kamil,Miazek,Miazek,
215059,Robert,Lynch Sánchez,Sánchez,9098.0
215062,Max,Sanders,Sanders,7341.0
215066,Alex,Cochrane,Cochrane,8581.0
215136,Neco,Williams,N.Williams,8204.0
215379,Elliot,Anderson,Anderson,9154.0
215407,Alfie,Lewis,Lewis,8521.0
215409,Cameron,John,John,7389.0
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,9739.0
215439,Tomáš,Souček,Souček,8288.0
215457,Kane,Wilson,Wilson,1766.0
215460,Ian,Poveda-Ocampo,Poveda,8723.0
215476,Joshua,Sargent,Sargent,7295.0
215531,Ionuț,Radu,Radu,1830.0
215610,Marcel,Lavinier,Lavinier,10549.0
215711,Leon,Bailey,Bailey,5221.0
215885,Michael,Phillips,Phillips,5583.0
216051,Diogo,Dalot Teixeira,Dalot,7281.0
216054,Rúben,Nascimento Vinagre,Vinagre,6856.0
216055,Florentino Ibrain,Morris Luís,Florentino,8969.0
216058,Domingos,Quina,Quina,5573.0
216094,Jeremie,Frimpong,Frimpong,9328.0
216183,Brahim,Diaz,Diaz,6421.0
216208,Matija,Šarkić,Šarkić,10754.0
216554,Sam,Hughes,Hughes,6729.0
216616,Dara,O'Shea,O'Shea,8756.0
216620,Marcus,Forss,Forss,9684.0
216646,Yoane,Wissa,Wissa,5786.0
217331,Sam,Surridge,Surridge,5602.0
217401,Josh,Benson,Benson,7383.0
217487,Mbwana Ally,Samatta,Samatta,8287.0
217593,Pablo,Fornals Malla,P.Fornals,2335.0
217989,Rafael,Camacho,Camacho,6666.0
218023,Jimmy,Dunne,Dunne,8481.0
218031,Çaglar,Söyüncü,Söyüncü,5264.0
218112,Jason,Lokilo,Lokilo,6028.0
218218,Wout,Faes,Faes,8646.0
218328,Samuel,Chukwueze,Chukwueze,7208.0
218364,Borna,Sosa,Sosa,7075.0
218430,Gonzalo,Montiel,G.Montiel,9897.0
218997,Ellis,Simms,Simms,8582.0
219002,Dodi,Lukebakio,Lukebakio,5706.0
219168,Alexander,Isak,Isak,5232.0
219249,Matt,O'Riley,O'Riley,13206.0
219265,Felix,Nmecha,Nmecha,9202.0
219279,Sugawara,Yukinari,Sugawara,12761.0
219291,Claudio,Gomes,Gomes,9314.0
219352,Ademola,Lookman,Lookman,5556.0
219727,Joel,Asoro,Asoro,1754.0
219847,Kai,Havertz,Havertz,5220.0
219924,Issa,Diop,Diop,3203.0
219929,Rafa,Mir,Mir,2589.0
219937,Rhys,Williams,R.Williams,9086.0
219961,Raphael,Dias Belloli,Raphinha,8026.0
220037,Bailey,Peacock-Farrell,Peacock-Farrell,8482.0
220087,Maximilian,Wöber,Wöber,7366.0
220166,Marc,Navarro,Navarro,5085.0
220237,Sven,Botman,Botman,8635.0
220307,Arnaut,Danjuma Groeneveld,Danjuma,8066.0
220362,Axel,Disasi,Disasi,6885.0
220394,Tommy,Doyle,Doyle,8496.0
220566,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,2496.0
220583,Luke,Woolfenden,Woolfenden,12746.0
220585,Flynn,Downes,Downes,10845.0
220598,Michael,Obafemi,Obafemi,6504.0
220627,James,Justin,Justin,7753.0
220650,Thibaud,Verlinden,Verlinden,5594.0
220682,Arthur,Okonkwo,Okonkwo,9909.0
220684,Aji,Alese,Alese,10165.0
220686,Bali,Mumba,Mumba,9747.0
220688,Mason,Greenwood,Greenwood,7490.0
220693,Rayhaan,Tulloch,Tulloch,6432.0
220695,Paris,Maghoma,Maghoma,10053.0
220738,Jayson,Molumby,Molumby,6350.0
221239,Keinan,Davis,Davis,1053.0
221245,Levi,Lumeka,Lumeka,6283.0
221267,Josh,Tymon,Tymon,1745.0
221268,Ben,Hinchcliffe,Hinchcliffe,1775.0
221271,Ben,Wynter,Wynter,1756.0
221272,Sam,Woods,Woods,7534.0
221275,Luke,Dreher,Dreher,636.0
221286,Charlie,Rowan,Rowan,5585.0
221389,John Victor,Maciel Furtado,John,
221399,Jack,Harrison,Harrison,8720.0
221403,Richie,Laryea,Laryea,
221466,Marcos,Senesi Barón,Senesi,10864.0
221568,Daniel,Kemp,Kemp,5605.0
221610,Jamie,Shackleton,Shackleton,8721.0
221632,Cristian,Romero,Romero,7218.0
221820,Lisandro,Martínez,Martinez,10802.0
222017,Conor,Coventry,Coventry,7239.0
222018,Ben,Johnson,Johnson,6424.0
222434,Jack,Simpson,Simpson,6410.0
222531,Morgan,Gibbs-White,Gibbs-White,6857.0
222564,Francisco,Machado Mota de Castro Trincão,Trincão,8934.0
222625,George,Hirst,Hirst,8563.0
222627,João,Neves Virgínia,J.Virginia,8366.0
222677,Tahith,Chong,Chong,7439.0
222683,Justin,Kluivert,Kluivert,6963.0
222690,Tyrell,Malacia,Malacia,10803.0
222694,Pascal,Struijk,Struijk,8717.0
222786,Panagiotis,Retsos,Retsos,6316.0
223081,Kristoffer,Klaesson,Klaesson,9700.0
223094,Erling,Haaland,Haaland,8260.0
223175,Matthew,Longstaff,M.Longstaff,8016.0
223332,Faustino,Anjorin,Anjorin,8383.0
223333,Louie,Watson,Watson,
223335,Sylvester,Jasper,Jasper,9553.0
223336,Dan,Neil,Neil,13720.0
223337,Jamie,Bowden,Bowden,10537.0
223340,Bukayo,Saka,Saka,7322.0
223349,Indiana,Vassilev,Vassilev,8254.0
223434,Igor Julio,dos Santos de Paulo,Igor,7943.0
223541,Federico,Chiesa,Chiesa,1433.0
223723,Tomiyasu,Takehiro,Tomiyasu,7931.0
223824,Reece,Hannam,Hannam,9394.0
223827,Daniel,Ballard,Ballard,13715.0
223911,Chris,Mepham,Mepham,7384.0
224024,Lucas,Tolentino Coelho de Lima,L.Paquetá,7365.0
224068,Matt,Turner,Turner,10700.0
224117,Viktor,Gyökeres,Gyökeres,7254.0
224209,Rasmus,Kristensen,Kristensen,10750.0
224444,Ferran,Torres,Torres,6441.0
224860,Carlos,Soler,C.Soler,2478.0
224946,Matthew,Worthington,Worthington,5601.0
224967,Vitalii,Mykolenko,Mykolenko,10291.0
224995,Luis,Sinisterra Lucumí,Sinisterra,10866.0
225000,Dion,Sanderson,Sanderson,10294.0
225295,Mateus,Cardoso Lemos Martins,Tetê,10536.0
225321,Aaron,Ramsdale,Ramsdale,5603.0
225368,Meritan,Shabani,Shabani,6642.0
225702,Samuel,Kalu,Kalu,6947.0
225796,Reece,James,James,8067.0
225897,Fodé,Ballo-Touré,Ballo-Touré,
225902,Boubakary,Soumaré,B.Soumaré,6310.0
226029,Lasse,Sorenson,Sorenson,6657.0
226182,Jayden,Bogle,Bogle,9205.0
226473,Scott,Twine,Twine,
226597,Gabriel,dos Santos Magalhães,Gabriel,5613.0
226944,Boubacar,Kamara,Kamara,5789.0
226956,Mads,Roerslev Rasmussen,Roerslev,9685.0
227127,Yves,Bissouma,Bissouma,5609.0
227444,Nikola,Milenković,Milenković,6174.0
227560,Oghenekaro Peter,Etebo,Etebo,6538.0
228044,Mads,Bech Sørensen,Bech,9683.0
228286,Edouard,Mendy,Mendy,6880.0
228798,Cengiz,Ünder,Ünder,6162.0
229164,Chiedozie,Ogbene,Ogbene,11719.0
229384,Andy,Irving,Irving,12774.0
229415,Jon,McCracken,McCracken,10207.0
229600,Mark,Travers,Travers,7582.0
230001,Noussair,Mazraoui,Mazraoui,10696.0
230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,6122.0
230127,Percy,Tau,Tau,9249.0
230251,Emmanuel,Dennis,Dennis,9301.0
230348,Ross,Stewart,Stewart,13060.0
230376,Jhon,Arias,J.Arias,13741.0
230428,Philippe,Sandler,Sandler,7440.0
231057,Jean-Ricner,Bellegarde,Bellegarde,7762.0
231065,Ethan,Pinnock,Pinnock,9678.0
231172,Brandon,Mason,Mason,5558.0
231372,Tanguy,Ndombélé Alvaro,Ndombele,5962.0
231416,Ferdi,Kadıoğlu,F.Kadıoğlu,13066.0
231480,Santiago,Ignacio Bueno,S.Bueno,10945.0
231747,Jean-Philippe,Mateta,Mateta,5735.0
231899,Jack,Taylor,Taylor,12754.0
232112,Manuel,Ugarte Ribeiro,Ugarte,11766.0
232185,Ismaïla,Sarr,Sarr,5675.0
232223,Folarin,Balogun,Balogun,9690.0
232228,Harry,Clarke,H.Clarke,13133.0
232229,Vontae,Daley-Campbell,Daley-Campbell,9312.0
232233,Tyreece,John-Jules,John-Jules,8225.0
232241,Matthew,Smith,Smith,8494.0
232245,Zak,Swanson,Swanson,10436.0
232247,Dominic,Thompson,Thompson,9915.0
232351,Ryan,Giles,Giles,7277.0
232356,Jenson,Jones,Jenson Jones,14276.0
232361,Taylor,Perry,Perry,8139.0
232391,Jeremy,Ngakia,Ngakia,8235.0
232398,Nathan,Trott,Trott,6425.0
232413,Eberechi,Eze,Eze,8706.0
232423,Nathan,Ferguson,Ferguson,6451.0
232427,Rekeem,Harper,Harper,5562.0
232456,Dilan,Markanday,Markanday,9949.0
232477,Elliot,Thorpe,Thorpe,
232571,Anthony,Patterson,Patterson,13721.0
232620,Lewis,Brunt,Brunt,10168.0
232653,Jacob,Ramsey,J.Ramsey,8941.0
232667,Akin,Famewo,Famewo,8080.0
232787,Conor,Gallagher,Gallagher,9040.0
232792,Tariq,Lamptey,Lamptey,8226.0
232797,Kayne,Ramsay,Ramsay,7326.0
232820,Joe,Anderson,Anderson,
232826,Anthony,Gordon,Gordon,8150.0
232829,Kyle,John,John,9408.0
232859,Djed,Spence,Spence,10764.0
232881,Thakgalo,Leshabela,Leshabela,9311.0
232892,Calvin,Bassey,Bassey,11728.0
232917,Arijanet,Muric,Muric,7027.0
232928,James,Garner,Garner,7438.0
232937,Brandon,Williams,B.Williams,8075.0
232957,Thomas,Allan,Allan,8237.0
232960,Lewis,Cass,Cass,7601.0
232964,Lewis,Gibson,Gibson,8262.0
232977,Kell,Watts,Watts,7602.0
232979,Jack,Young,Young,8538.0
232980,Max,Aarons,Aarons,7688.0
233420,Renan Augusto,Lodi dos Santos,Renan Lodi,7891.0
233425,Aaron,Connolly,Connolly,7991.0
233489,Leighton,Clarkson,Clarkson,9151.0
233497,Adama,Diakhaby,Diakhaby,5740.0
233821,Anel,Ahmedhodžić,Ahmedhodžić,10386.0
233849,Archie,Mair,Mair,8081.0
233963,Konstantinos,Mavropanos,Mavropanos,6722.0
234370,Marc,Roca Junqué,Roca,5086.0
234483,Aiden,O'Neill,O'Neill,1662.0
234720,Giovanni,McGregor,McGregor,8261.0
234908,Juan,Foyth,Foyth,6306.0
235382,Steven,Alzate,Alzate,8020.0
235448,Ellery,Balcombe,Balcombe,11985.0
235449,George,Wickens,Wickens,11459.0
235530,Lloyd,Kelly,Kelly,8090.0
235546,Jacob,Sørensen,Sørensen,9748.0
235599,Nikola,Tavares,Tavares,7599.0
235640,Harry,Boyes,Boyes,9541.0
235674,Manor,Solomon,Solomon,10716.0
235826,Joël,Piroe,Piroe,13835.0
240143,Ibrahima,Diallo,Diallo,6736.0
240299,Joe,Hodge,Hodge,10755.0
240499,Daniel,Batty,Batty,5604.0
240514,Kjell,Scherpen,Scherpen,9960.0
240796,Álvaro,Fernández,Fernández,5191.0
241157,Emerson,Leite de Souza Junior,E.Royal,7430.0
241231,Jordan,Beyer,Jordan,6557.0
241289,Ben,Wilmot,Wilmot,7216.0
241519,Weston,McKennie,McKennie,5360.0
241791,Ryan,Schofield,Schofield,7111.0
242058,Moise,Kean,Kean,1304.0
242166,Mattéo,Guendouzi,Guendouzi,5759.0
242183,James,Morris,Morris,990.0
242453,Jacob,Brown,Brown,11720.0
242500,Joe,Taylor,Taylor,
242510,Louie,Moulden,Moulden,10030.0
242880,Benoît,Badiashile Mukinayi,B.Badiashile,7240.0
242882,Bafodé,Diakité,Diakité,7268.0
242885,Loïc,Mbe Soh,Mbe Soh,7577.0
242898,Brennan,Johnson,Johnson,10760.0
243016,Alexis,Mac Allister,Mac Allister,8379.0
243298,Cody,Gakpo,Gakpo,11296.0
243343,Jake,Cain,Cain,9192.0
243345,Lewis,O'Brien,O'Brien,10759.0
243505,Jakub,Moder,Moder,9284.0
243526,Gabriel,Gudmundsson,Gudmundsson,9944.0
243531,Andrew,Eleftheriou,Eleftheriou,5548.0
243532,Dion,Pereira,Pereira,5559.0
243557,Moussa,Diaby,Diaby,6556.0
243568,Billy,Gilmour,Gilmour,7988.0
243569,Adedapo,Awokoya-Mebude,Mebude,
243571,Nathan,Patterson,Patterson,10292.0
243710,Bernardo,Costa Da Rosa,Rosa,8236.0
244042,Rodrigo,Muniz Carvalho,Muniz,10717.0
244085,Siriki,Dembélé,Siriki,10749.0
244262,Alfie,Doughty,Doughty,11723.0
244560,Romain,Perraud,Perraud,6500.0
244619,Luke,Thomas,Thomas,8562.0
244704,Matías,Viña,Viña,9892.0
244716,Juan Camilo,Hernández Suárez,Cucho,6954.0
244723,Tyrick,Mitchell,Mitchell,8214.0
244731,Luis,Díaz Marulanda,Luis Díaz,10408.0
244845,Nathan,Wood-Gordon,Wood,12763.0
244848,Teddy,Jenks,Jenks,9253.0
244850,Morgan,Rogers,Rogers,12412.0
244851,Cole,Palmer,Palmer,8497.0
244856,Teden,Mengi,Mengi,12073.0
244858,Fábio,Freitas Gouveia Carvalho,Carvalho,9501.0
244890,Joseph,Hungbo,Hungbo,
244930,Alex,Mighten,Mighten,10761.0
244932,Ben,Knight,Knight,11032.0
244954,Pau,Torres,Pau,6221.0
245414,Nicolò,Zaniolo,Zaniolo,6686.0
245419,Patson,Daka,Daka,9738.0
245719,Taylor,Harwood-Bellis,Harwood-Bellis,8495.0
245824,Carlos Vinícius,Alves Morais,Vinicius,7395.0
245830,Josh,Bowler,Bowler,
245923,Luke,Cundle,Cundle,8179.0
246265,Corrie,Ndaba,Ndaba,13876.0
246301,Jorge,Cuenca Barreno,J.Cuenca,8489.0
246799,Jackson,Smith,Smith,
246878,Abdelhamid,Sabiri,Sabiri,6296.0
247245,Hannes,Delcroix,Delcroix,11998.0
247286,Kyle,Jameson,Jameson,6527.0
247348,Daniel,Muñoz Mejía,Muñoz,12408.0
247412,Jørgen,Strand Larsen,Strand Larsen,11070.0
247632,Pedro,Lomba Neto,Neto,6382.0
247664,Terry,Ablade,Ablade,11004.0
247670,Valentín,Castellanos,Taty,10948.0
247693,Randal,Kolo Muani,Kolo Muani,5743.0
247955,Lutsharel,Geertruida,Geertruida,13064.0
248056,Tanaka,Ao,Tanaka,13834.0
248164,Viljami,Sinisalo,Sinisalo,9967.0
248853,Dynel,Simeu,Simeu,10204.0
248854,Josh,Brooking,Brooking,12130.0
248857,Noni,Madueke,Madueke,11357.0
248859,Amadou,Diallo,Diallo,12200.0
248865,Armstrong,Oko-Flex,Oko-Flex,10179.0
248875,Jérémy,Doku,Doku,8981.0
248937,Sam,Greenwood,Greenwood,9493.0
249231,Keane,Lewis-Potter,Lewis-Potter,10809.0
250199,Nicolás,Domínguez,Dominguez,8252.0
250370,Nathan,Bishop,Bishop,9433.0
250604,Owen,Otasowie,Otasowie,8180.0
250735,Darko,Churlinov,Churlinov,7790.0
420922,Jan,Zamburek,Zamburek,
421796,Sidnei,Tavares,Tavares,9395.0
422287,Kofi,Balmer,Balmer,11169.0
422303,John,McAtee,McAtee,11726.0
422306,Will,Ferry,Ferry,8535.0
422612,Ryan,Astley,Astley,9407.0
423649,Enock,Mwepu,Mwepu,9734.0
424001,Vini,de Souza Costa,Vini Souza,10872.0
424044,Hamed,Traorè,H.Traorè,6986.0
424876,Dominik,Szoboszlai,Szoboszlai,9788.0
427420,Giovanni,Reyna,Reyna,8191.0
427623,Chris,Richards,Richards,8430.0
427637,Brenden,Aaronson,Aaronson,10751.0
428399,João,Félix Sequeira,João Félix,7892.0
428580,Frank,Onyeka,Onyeka,9681.0
428610,Bruno,Cavaco Jordão,Jordão,6336.0
428626,Przemyslaw,Placheta,Placheta,10097.0
428971,Steven,Benda,Benda,12735.0
429414,Saša,Kalajdžić,Kalajdžić,8812.0
430367,Joel,Mumbongo,Mumbongo,8566.0
430871,Matheus,Santos Carneiro da Cunha,Cunha,7080.0
430992,Owen,Beck,Beck,10119.0
431019,Karlo,Ziger,Ziger,9083.0
431131,Moussa,Djenepo,Djenepo,7701.0
431248,Ladislav,Krejcí,Krejčí,1447.0
431639,Zian,Flemming,Flemming,13729.0
431774,Kyle,Taylor,Taylor,6493.0
431924,Daniel,Adshead,Adshead,8590.0
431960,Bendegúz,Bolla,Bolla,
432160,Shandon,Baptiste,Baptiste,9914.0
432422,Sandro,Tonali,Tonali,7958.0
432656,Eric,Garcia,Garcia,8045.0
432705,James,Daly,Daly,6668.0
432711,CJ,Egan-Riley,Egan-Riley,10174.0
432712,Owen,Hesketh,Hesketh,12289.0
432714,James,McAtee,McAtee,10126.0
432720,James,Trafford,Trafford,9077.0
432735,Adam,Idah,Idah,8021.0
432793,Abd-Al-Ali Morakinyo Olaposi,Koiki,Koiki,7323.0
432830,Nathan,Collins,Collins,9733.0
432927,Daniel,Langley,Langley,9188.0
432931,Tyrese,Francois,Francois,9552.0
432987,Vítezslav,Jaros,Jaros,13103.0
432990,Yasser,Larouci,Larouci,10041.0
433019,Liam,Hughes,Hughes,9404.0
433036,Tijjani,Reijnders,Reijnders,11965.0
433138,Marc,Leonard,Leonard,10176.0
433154,Dwight,McNeil,McNeil,6756.0
433312,Marshall,Munetsi,Munetsi,7908.0
433589,Haydon,Roberts,Roberts,9845.0
433590,Cody,Drameh,Drameh,9499.0
433952,Largie,Ramazani,Ramazani,10975.0
433979,Cameron,Archer,Archer,9912.0
434024,Patrik,Gunnarsson,Gunnarsson,9688.0
434043,Alex,Robertson,Robertson,11593.0
434044,Cieran,Slicker,Slicker,10052.0
434138,Jordan,Stevens,Stevens,
434399,Reinildo,Mandava,Reinildo,7432.0
434662,Halil,Dervişoğlu,Dervişoğlu,9686.0
434752,Jaka,Bijol,Bijol,6807.0
435973,Lyle,Foster,Foster,7498.0
435997,Noah,Okafor,Okafor,11966.0
436234,Bryan,Gil Salvatierra,Bryan,7338.0
436416,Christos,Mandas,Mandas,12043.0
436680,Jakub,Stolarczyk,Stolarczyk,13301.0
436893,Julián,Araujo Zúñiga,J.Araujo,11745.0
437468,Sergio,Gómez,Sergio Gómez,6656.0
437476,Braian,Ojeda Rodríguez,Ojeda,
437495,Illan,Meslier,Meslier,8715.0
437499,Maxence,Lacroix,Lacroix,8853.0
437505,Wilson,Isidor,Isidor,7148.0
437626,Nuno,Varela Tavares,Tavares,9691.0
437688,Lewis,Richards,Richards,9082.0
437730,Antoine,Semenyo,Semenyo,11363.0
