code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,understat,fbref
243710,Bernardo,Costa Da Rosa,Rosa,,,,595,,,,,cd3112d5
244042,Rodrigo,Muniz Carvalho,Muniz,,,,,,,218,,a755db8c
244085,Siriki,Dembélé,Dembélé,,,,,,,74,,11f54bd5
244560,Romain,Perraud,Perraud,,,,,,460,417,6500,6dfd8f05
244619,Luke,Thomas,Thomas,,,,660,240,219,270,8562,fc027d02
244716,Juan Camilo,Hernández Suárez,Cucho,,,,,,472,,6954,71b47ab9
244723,Tyrick,Mitchell,Mitchell,,,,579,146,162,170,8214,5cbd1eb0
244731,Luis,Díaz,Luis Díaz,,,,,,696,293,10408,4a1a9578
244848,Teddy,Jenks,Jenks,,,,,631,,,,a96ba40b
244851,Cole,Palmer,Palmer,,,,643,552,507,316,8497,dc7f8a28
244856,Teden,Mengi,Mengi,,,,,319,,,,91748070
244858,Fábio,Freitas Gouveia Carvalho,Carvalho,,,,,695,,296,9501,966e28d0
244890,Joseph,Hungbo,Hungbo,,,,,,402,,,fdf9edec
244930,Alex,Mighten,Mighten,,,,,,,395,,10ec4169
245419,Patson,Daka,Daka,,,,,,455,271,9738,ca45605e
245719,Taylor,Harwood-Bellis,Harwood-Bellis,,,,642,623,,,,47327321
245824,Carlos Vinicius,Alves Morais,Carlos Vinicius,,,,,564,,,7395,8b529245
245923,Luke,Cundle,Cundle,,,,567,614,547,485,8179,cc3b8e78
246878,Abdelhamid,Sabiri,Sabiri,,522,205,,,,,6296,4830e0af
247286,Kyle,Jameson,Jameson,,624,,,,,,,3e61e488
247632,Pedro,Lomba Neto,Neto,,,,528,474,441,486,6382,7ba2eaa9
248164,Viljami,Sinisalo,Sinisalo,,,,,,596,,,a48635b8
248853,Dynel,Simeu,Simeu,,,,,,665,,,6df49f02
248865,Armstrong,Oko-Flex,Oko-Flex,,,,,,652,,,ab77d10d
248937,Sam,Greenwood,Greenwood,,,,,692,550,237,9493,f3354c07
249231,Keane,Lewis-Potter,Lewis-Potter,,,,,,,515,,41f08ac8
250370,Nathan,Bishop,Bishop,,,,,686,,,,bf713136
250604,Owen,Otasowie,Otasowie,,,,566,581,442,,8180,6956ff08
420922,Jan,Zamburek,Zamburek,,,,,,93,,,395880a4
421796,Sidnei,Tavares,Tavares,,,,,676,,,9395,3add8ed8
422306,Will,Ferry,Ferry,,,,654,634,,,,f4765c97
422612,Ryan,Astley,Astley,,,,,681,,,,0eb884e1
423649,Enock,Mwepu,Mwepu,,,,,,462,118,9734,1d5cab82
427637,Brenden,Aaronson,Aaronson,,,,,,,246,,5bc43860
428580,Frank,Onyeka,Onyeka,,,,,,479,93,9681,2944f86f
428610,Bruno André,Cavaco Jordão,Jordão,,,,609,475,661,,6336,41ff002d
428626,Przemyslaw,Placheta,Placheta,,,,,,328,,10097,3c33f9d9
430367,Joel,Mumbongo,Mumbongo,,,,665,613,,,8566,f8e588df
430992,Owen,Beck,Beck,,,,,,627,,,a011a1e9
431019,Karlo,Ziger,Ziger,,,,,593,,,,53b781b9
431131,Moussa,Djenepo,Djenepo,,,,438,382,350,418,7701,254147d4
431774,Kyle,Taylor,Taylor,,602,600,,,,,,0bb6d386
431924,Daniel,Adshead,Adshead,,,,669,,,,,8f817fc7
432160,Shandon,Baptiste,Baptiste,,,,,,499,94,9914,2886c9b5
432656,Eric,Garcia,Garcia,,,,544,288,,,8045,2bed3eab
432705,James,Daly,Daly,,638,,581,,,,,435c44b3
432711,Conrad,Egan-Riley,Egan-Riley,,,,,,651,,,d313e8ff
432714,James,McAtee,McAtee,,,,,,629,317,10126,96593e89
432720,James,Trafford,Trafford,,,,,595,,,,259fea27
432735,Adam,Idah,Idah,,,,538,,329,,8021,291e3ec3
432793,Abd-Al-Ali Morakinyo Olaposi,Koiki,Koiki,,,564,596,,,,,82726be5
432830,Nathan,Collins,Collins,,,,,,451,516,9733,a8c19eb8
432927,Daniel,Langley,Langley,,,,,606,,,,096d1e60
432931,Tyrese,Francois,Francois,,,,,708,,521,9552,6722d4f0
433019,Liam,Hughes,Hughes,,,,,677,,,,54ae11f8
433138,Marc,Leonard,Leonard,,,,,,654,,,bd8afa3d
433154,Dwight,McNeil,McNeil,,646,534,97,100,118,,6756,fc15fb84
433589,Haydon,Roberts,Roberts,,,,,,560,122,,a731e8a0
433590,Cody,Drameh,Drameh,,,,,694,562,,9499,e0d1510a
433979,Cameron,Archer,Archer,,,,,,568,54,9912,05e8ca6d
434024,Patrik,Gunnarsson,Gunnarsson,,,,,,94,,,4d39152d
434044,Cieran,Slicker,Slicker,,,,,,615,,,02aed921
434138,Jordan,Stevens,Stevens,,,,,212,,,,7d3dc53e
434662,Halil,Dervişoğlu,Dervişoğlu,,,,,,95,,,9d8cf204
436234,Bryan,Gil Salvatierra,Bryan,,,,,,487,,7338,7b5ab7f2
437476,Braian,Ojeda Rodríguez,Ojeda,,,,,,,396,,60953af0
437495,Illan,Meslier,Meslier,,,,,213,199,238,8715,6b625ac2
437626,Nuno,Varela Tavares,Tavares,,,,,,466,17,9691,a65c844b
437688,Lewis,Richards,Richards,,,,,615,,,9082,ae0e6ba7
437742,Albert,Sambi Lokonga,Sambi,,,,,,478,18,9689,1b4f1169
437753,Giulian,Biancone,Biancone,,,,,,,399,,de40e38c
437858,Vitor,Ferreira,Vitinha,,,,,515,,,8777,3b029691
438098,Fábio,Ferreira Vieira,Fábio Vieira,,,,,,,25,,6412cc03
438277,Ozan,Kabak,Kabak,,,,,652,580,,7376,2d61d13a
438464,Cheick,Doucouré,C.Doucouré,,,,,,,514,8666,ce4f40c7
439242,Taylor,Gardner-Hickman,Gardner-Hickman,,,,,701,,,,f05ee68d
439482,Miguel,Azeez,Azeez,,,,,689,721,,,660e71be
439485,Josh,Martin,Martin,,,,632,,330,,8455,3f072a68
439509,Christos,Tzolis,Tzolis,,,,,,528,,9746,9f333379
439510,Luke,Mbete-Tabu,Mbete,,,,,622,603,320,,387e1d35
440113,Aaron,Rowe,Rowe,,,607,,,,,7487,4b6bcb0d
440120,Daniel,Chesters,Chesters,,,,,,710,,,240c8ab6
440148,Tyler,Morton,Morton,,,,,,620,,10091,2bc28bb9
440241,Jensen,Weir,Weir,,,,,633,,,,2ae8e967
440323,Armando,Broja,Broja,,,,631,,518,150,8384,97220da2
440993,Iliman,Ndiaye,Ndiaye,,,,,656,,,9307,5ed97752
441024,Harrison,Ashby,Ashby,,,,,,617,,10061,b391383a
441191,Tino,Livramento,Livramento,,,,,698,491,419,9512,afed6722
441192,Jeremy,Sarmiento Morante,Sarmiento,,,,,,612,119,10036,ac0d576d
441271,Ki-Jana,Hoever,Hoever,,,,628,545,443,,8351,9a71e978
441428,Jarell,Quansah,Quansah,,,,,,660,,,4125cb98
442229,Michal,Karbownik,Karbownik,,,,,663,536,,,1b280c66
442335,Edo,Kayembe,Kayembe,,,,,,679,,10290,f99b71de
443296,Theo,Corbeanu,Corbeanu,,,,,610,,,9209,25b82f9a
443629,Marcelo,de Araújo Pitaluga Filho,Pitaluga,,,,,,656,,,b3cafda8
443661,Michael,Olise,Olise,,,,,,464,171,9948,c4486bac
443967,Junior,Firpo Adames,Firpo,,,,,,463,239,6485,24f59bb2
444145,Gabriel,Martinelli Silva,Martinelli,,,,504,26,26,19,7752,48a5a5d6
444172,Will,Dennis,Dennis,,,,,,,77,,d8edc4be
444180,Jaidon,Anthony,Anthony,,,,,,,75,,e4238fb1
444181,Nnamdi,Ofoborh,Ofoborh,,,613,,,,,,76bca47e
444183,Gavin,Kilkenny,Kilkenny,,,,565,,,,,3eeda7dd
444253,Jordan,Thomas,Thomas,,,,650,,,,8518,b547f08c
444463,Wesley,Fofana,Fofana,,,,,561,220,272,7589,132a82f1
444575,Toby,King,King,,,,,706,,,,25671a6a
444765,Sepp,van den Berg,Van den Berg,,,,,,,500,,7bf9400b
444880,Mika,Biereth,Biereth,,,,,,694,,,a1d95db3
444884,Harvey,Elliott,Elliott,,,610,550,265,506,294,7546,c8387671
445044,Dejan,Kulusevski,Kulusevski,,,,,,701,446,6691,df3cda47
445548,Odeluga,Offiah,Offiah,,,,,,712,,,65c3efa2
445550,Thomas,Dickson-Peters,Dickson-Peters,,,,,,649,,,f119a610
445896,Kgaogelo,Chauke,Chauke,,,,,624,680,,,06791660
446008,Bryan,Mbeumo,Mbeumo,,,,,,96,95,6552,6afaebf2
446281,Tony,Springett,Springett,,,,,,716,,,35be8087
447093,Allan,Tchaptchet,Tchaptchet,,,,,635,,,9257,ab7d7882
447203,Darwin,Núñez Ribeiro,Darwin,,,,,,,297,,4d77b365
447235,Troy,Parrott,Parrott,,,,509,,,453,8145,4357f557
447325,Harry,Tyrer,Tyrer,,,,,682,616,,,af49fb14
447372,Ryan,Finnigan,Finnigan,,,,,655,,,,9610c9c1
447373,Shane,Flynn,Flynn,,,,,684,,,,862cc23f
447715,Aaron,Ramsey,Ramsey,,,,,,496,,,e1618c22
447879,Joseph,Anang,Anang,,,,582,,,,,21a866b7
447880,Josh,Wilson-Esbrand,Wilson-Esbrand,,,,,,604,322,,c19a2df1
447932,Jordan,Zemura,Zemura,,,,,,,76,,e8271ad9
448482,Robert,Street,Street,,,,,,542,,,b4390912
448487,Andreas,Söndergaard,Söndergaard,,,,,617,444,,,43f9b4ba
448496,Ed,Turns,Turns,,,,,,653,,,9bbef03e
448514,Rayan,Aït-Nouri,Aït-Nouri,,,,,563,470,487,6674,9b398aea
448791,Harvey,White,White,,,,634,,668,449,,4d90ce8c
449434,Anthony,Elanga,Elanga,,,,,702,512,344,9524,2fba6108
449444,Mazeed,Ogungbo,Ogungbo,,,,,,719,,,bacf9d43
449781,Alexandre,Jankewitz,Jankewitz,,,,649,643,,,8511,7c39363f
449926,Adrián,Bernabé,Bernabé,,,,,537,,,,548672b4
449974,Lukas,Jensen,Jensen,,,,641,,,,,47ed3795
449988,Fabio,Silva,Fabio Silva,,,,,504,445,488,8778,e7aa9d7c
450070,Crysencio,Summerville,Summerville,,,,,693,551,240,9492,df04eb4b
450314,Matthew,Daly,Daly,,,606,,,,,7458,03e48abb
450434,Deniz,Undav,Undav,,,,,,,123,,dd549382
450527,Mohammed,Salisu,Salisu,,,,,479,351,420,6923,0b33f6ad
450529,Lewis,Bate,Bate,,,,657,,624,241,8544,cd4256d3
450535,Malcolm,Ebiowei,Ebiowei,,,,,,,173,,fa9fa773
450539,Myles,Peart-Harris,Peart-Harris,,,,,,662,,,ea1a5662
450541,Luke,Plange,Plange,,,,,,,496,,2140e999
450542,Jesurun,Rak-Sakyi,Rak-Sakyi,,,,,688,541,172,9461,45685411
450544,Charlie,Patino,Patino,,,,,,664,,,e71aac2c
450550,Finley,Stevens,Stevens,,,,,,569,,9916,7e003182
450553,Alex,Kirk,Kirk,,,,,,730,,,ace36a62
451310,Jonathan,Tomkinson,Tomkinson,,,,,,643,,,4ba27cea
451340,Kaoru,Mitoma,Mitoma,,,,,,,124,,74618572
455084,Leif,Davis,Davis,,,,,214,,,8919,8574c61f
456350,Gavin,Bazunu,Bazunu,,,,,,,422,,c91441dc
456966,Caleb,Watts,Watts,,,,,636,,,9256,c7170b46
458297,Pierre,Ekwah,Ekwah,,,,,,682,,,830371be
459373,Gonçalo Bento,Soares Cardoso,Cardoso,,,,594,,,,,47760615
460029,Nathan,Young-Coombes,Young-Coombes,,,,,,640,,,f9682888
461017,Christian,Saydee,Saydee,,,,564,,,,,af102dc3
461023,Ryan,Alebiosu,Alebiosu,,,,,,695,,,ce048fb8
461026,Chem,Campbell,Campbell,,,,,,548,,,6f711f67
461080,Joseph,McGlynn,McGlynn,,,,,,735,,,f6b1bcd6
461096,Lewis,Richardson,Richardson,,,,,592,533,,9082,4fa62ae4
461102,Bobby,Thomas,Thomas,,,,639,520,534,,,6a471ee8
461195,Dennis,Cirkin,Cirkin,,,,655,,,,,307ea3b6
461201,Matthew,Craig,Craig,,,,,,729,,,bc914523
461212,Nile,John,John,,,,,710,,,,376d4a41
461358,Julián,Álvarez,Álvarez,,,,,,,319,,15ab5a2b
461382,John-Kymani,Gordon,Gordon,,,,668,,,,,d7e24aa1
461421,Lewis,Dobbin,Dobbin,,,,,,607,,10027,e814e1cf
461446,Tyler,Onyango,Onyango,,,,,644,630,,9287,d86a1f3e
461450,Max,Thompson,Thompson,,,,640,591,,,8480,fa38722f
461484,Joe,White,White,,,,,,599,,,d60c03a9
461508,Lucas,De Bolle,De Bolle,,,,,,707,,,430e09c0
461529,Charlie,Savage,Savage,,,,,,737,,,e07398f8
461533,Ademipo,Odubeko,Odubeko,,,,,638,,,,dcba03f6
461558,Maxwell,Haygarth,Haygarth,,,,,,628,,,2294d430
461566,William,Fish,Fish,,,,,713,,,9557,b2ee9d2c
461567,Owen,Dodgson,Dodgson,,,,,,565,,,2e590065
461585,Tawanda,Maswanhise,Maswanhise,,,,,703,,,,4f622ca3
461587,Kasey,McAteer,McAteer,,,,,,647,,10166,b2c66859
462381,Filip,Marschall,Marschall,,,,,,650,,,a79abd8b
462384,Jamal,Baptiste,Baptiste,,,,,669,554,,,41d3704d
462424,William,Saliba,Saliba,,,,,27,27,26,6888,972aeb2a
462635,Joe,Gelhardt,Gelhardt,,,,,667,577,242,9339,01962d0d
462831,Scott,Banks,Banks,,,,,,543,,,d01f8942
463034,Liam,Delap,Delap,,,,,539,704,323,8868,dd897ee7
463748,Karl,Hein,Hein,,,,,,532,,,aa81d8f8
463912,Elia,Caprile,Caprile,,,,,532,,,,97d7afbd
464618,Liam,McCarron,McCarron,,,,,,576,,9933,076bb352
465299,Anthony,Mancini,Mancini,,,,,612,736,,,bda82fc2
465390,Kaine,Hayden,Hayden,,,,,671,684,,,486b08b3
465527,Hannibal,Mejbri,Mejbri,,,,,712,706,,9558,ca22ccb0
465551,Nigel,Lonwijk,Lonwijk,,,,,629,,,,17be8dc3
465572,Reda,Khadra,Khadra,,,,,630,,,9250,88acf83f
466404,Andrew,Omobamidele,Omobamidele,,,,,,331,,9833,c393a6c4
466955,Brandon,Pierrick,Pierrick,,,,580,147,,,8216,9a526299
467114,Oliver,Casey,Casey,,,,,215,,,,2d82641c
467311,Matthew,Pollock,Pollock,,,,,,454,,,6681bcc8
468243,Kamil,Conteh,Conteh,,,,,,669,,,1d5c9842
469249,Nohan,Kenneh,Kenneh,,,,,,600,,,bc91e227
470255,Caleb,Taylor,Taylor,,,,,700,,,,4ed3f5c4
470294,Darko,Gyabi,Gyabi,,,,,,,247,,56d838f7
471471,Imrân,Louza,Louza,,,,,,403,,7278,e1df6989
471848,Femi,Seriki,Seriki,,,,,705,,,9540,e4e0deaa
472464,Shola,Shoretire,Shoretire,,,,,673,727,,9359,00f0482f
472713,Aaron,Hickey,Hickey,,,,,,,510,8942,1780bb4a
473342,Stuart,McKinstry,McKinstry,,,,,,601,,10001,1000a059
474003,Leonardo,Campana,Campana,,,,652,476,,,,bf9c0749
474120,Julio,Enciso,Enciso,,,,,,,125,,9cfbad36
474907,Reece,Welch,Welch,,,,,690,623,,,a182122b
475168,João Pedro,Junqueira de Jesus,João Pedro,,,,592,,404,,8272,e8832875
477386,Armel,Bella-Kotchap,Bella-Kotchap,,,,,,,423,,a39d11bc
477547,Leo Fuhr,Hjelde,Hjelde,,,,,,608,243,10028,d102b8a2
478028,Kayky da Silva,Chagas,Kayky,,,,,,663,,10203,17734ea0
478449,Kyron,Gordon,Gordon,,,,,646,,,,f4aba1af
478912,Carney,Chukwuemeka,Chukwuemeka,,,,,672,526,48,9356,b2f9c73e
479683,Marcus,Oliveira Alencar,Marquinhos,,,,,,,27,,59878425
480216,Mateusz,Bogusz,Bogusz,,,,,533,,,,a2c1d8c2
480455,Jarrad,Branthwaite,Branthwaite,,,,637,170,544,196,8476,c1949191
480818,Billy,Koumetio,Koumetio,,,,,697,,,,866c67e9
481371,Zak,Brunt,Brunt,,,,,657,,,,a31f0ebf
481405,Mads,Bidstrup,Bidstrup,,,,,,97,99,9682,407db0d5
481624,Jaden,Philogene-Bidace,Philogene-Bidace,,,,,683,497,55,9415,19f4d211
481626,Christian,Marques,Marques,,,,,616,549,,,a7cf1541
482442,Pape Matar,Sarr,Sarr,,,,,,,450,9021,feb5d972
483365,Jonathan,Rowe,Rowe,,,,,,648,,10172,8c12f884
484658,Kacper,Kozłowski,Kozłowski,,,,,,,126,,3ece036c
486672,Moisés,Caicedo Corozo,Caicedo,,,,,664,538,120,9453,16264a81
486870,Frederik,Alves,Alves,,,,,637,521,,,95827107
487117,Evan,Ferguson,Ferguson,,,,,,655,,10177,4596da74
487835,Benjamin,Chrisene,Chrisene,,,,,,703,,,b17008fc
487836,Antwoine,Hackford,Hackford,,,,,618,,,9222,a7588cdc
487838,Lewis,Hall,Hall,,,,,,671,,,da011f18
488404,Facundo,Pellistri Rebollo,Pellistri,,,,,575,,347,9324,ac7e7b1c
489580,Calvin,Ramsay,Ramsay,,,,,,,298,,919acea0
490094,Tim,Iroegbunam,Iroegbunam,,,,,709,638,49,9554,84c5ceea
490098,Kaine,Hayden,Hayden,,,,659,,,,,486b08b3
490138,Jakub,Ojrzynski,Ojrzynski,,,,,678,,,,94e5390a
490145,Dane,Scarlett,Scarlett,,,,,666,520,447,9332,21945a9e
490146,Jay,Stansfield,Stansfield,,,,,,,219,,b2626673
490161,Abu,Kamara,Kamara,,,,,,715,,,a6fbfa77
490503,Samuel,Edozie,Edozie,,,,,,508,,,007414dd
490721,Hugo,Bueno,Bueno,,,,,649,635,,,bfc3b3a0
490887,Zach,Awe,Awe,,,,,,705,,,7a0ae4f0
491551,Thierry,Small,Small,,,,,,667,,,6f487e5d
491556,Charlie,Whitaker,Whitaker,,,,,,613,,,08288a57
491559,Isaac,Price,Price,,,,,691,718,,,b9403c99
491785,Harvey,Vale,Vale,,,,,,672,,,a70182a5
492066,Niall,Huggins,Huggins,,,,,619,,,9219,6d646ff7
492373,Charlie,Cresswell,Cresswell,,,,,620,563,,9220,4654e5f5
492374,Jack,Jenkins,Jenkins,,,,,599,631,,,3d46127c
492777,Conor,Bradley,Bradley,,,,,,626,,,bbd67769
493105,Alejandro,Garnacho Ferreyra,Garnacho,,,,,,723,,10552,7aa8adfe
493250,Amad,Diallo,Diallo,,,,,640,636,,8127,9dc96f10
493928,Marcelo,Flores,Flores,,,,,,720,,,937b36b1
493934,Kwadwo,Baah,Baah,,,,,,405,,,f240e4f2
495542,Niels,Nkounkou,Nkounkou,,,,,559,570,198,8109,f5b281e7
496179,Alfie,Devine,Devine,,,,,650,714,452,,ba08056d
496185,Kaide,Gordon,Gordon,,,,,,625,,10118,19a9cb70
496228,Sonny,Perkins,Perkins,,,,,,634,,10141,87f12e30
496661,Tyler,Dibling,Dibling,,,,,,731,,,bdcc89ae
497605,Liam,Gibbs,Gibbs,,,,,,683,,,e4b6d914
498046,Salah-Eddine,Oulad M'hand,Oulad M'hand,,,,,,693,,,b85c3273
501468,Tayo,Adaramola,Adaramola,,,,,,709,,,c150b220
501770,Ben,Nelson,Nelson,,,,,,645,,,7be10897
501837,Yerson,Mosquera Valdelamar,Mosquera,,,,,,446,494,,1e159d70
503300,Matthew,Cox,Cox,,,,,,619,,,fea06849
503301,Omari,Hutchinson,Hutchinson,,,,,,692,,,bd9553e6
505265,Cheikh,Diaby,Diaby,,,,,621,,,,45787ffa
510362,Toti António,Gomes,Toti,,,,,,685,489,10293,f0caab96
510363,Francisco Jorge,Tomás Oliveira,Chiquinho,,,,,,689,490,10327,dc6c2f02
513789,Thanawat,Suengchitthawon,Suengchitthawon,,,,,687,,,,7a6bb9ed
513852,Kris,Moore,Moore,,,,,,657,,,b660a486
514229,Sam,Waller,Waller,,,,,,708,,,8ee48565
514356,Roméo,Lavia,Lavia,,,,,,605,321,,ecad9aa5
515501,Álvaro,Fernández,Álvaro Fernández,,,,,,728,,,f127d782
515597,Lamare,Bogarde,Bogarde,,,,,,610,,,bca5c4a7
515599,Tommi,O'Reilly,O'Reilly,,,,,,713,,,345fc437
518504,James,Storer,Storer,,,,,,621,,,257b20e1
523700,Daniel,Jebbison,Jebbison,,,,,699,,,9509,03edb878
524196,Shaqai,Forde,Forde,,,,,,725,,,ebeac9e5
530873,Dara,Costelloe,Costelloe,,,,,,726,,,6281b7ed
531076,Frankie,Maguire,Maguire,,,,,670,,,,3e5bd5e0
533719,Adrian,Blake,Blake,,,,,,733,,,d9a21f02
535339,Tiago,Çukur,Çukur,,,,,,732,,,ca990d30
536110,Josh,Feeney,Feeney,,,,,,670,,,185321d3
538207,William,Osula,Osula,,,,,711,,,,7b355808
547701,Archie,Gray,Gray,,,,,,658,,,f58515f5
563883,Vincent,Angelini,Angelini,,,,,,642,,,536e58cc
573808,Jack,Grieves,Grieves,,,,,,734,,,2cf03378
