code,first_name,second_name,web_name,transfermarkt
155197,Max,Lowe,Lowe,258885
155405,Kalvin,Phillips,Phillips,351749
155408,Lewis,Cook,Cook,249089
155503,Freddie,Woodman,Woodman,226049
155509,Greg,Olley,Olley,257533
155511,Adam,Armstrong,A.Armstrong,250426
155513,Rolando,Aarons,Aarons,258188
155529,Marek,Rodák,Rodák,186901
155561,Ludwig,Augustinsson,Augustinsson,170646
155569,Daniel,Amartey,Amartey,214056
155651,Adam,Masina,Masina,286949
155706,Dionatan do Nascimento,Teixeira,Teixeira,107617
155851,Lucas,Pérez,Lucas,73185
156069,Liam,Gibson,Gibson,312553
156074,Rob,Holding,Holding,253341
156658,Reece,Burke,Burke,264220
156660,Moses,Makasi,Makasi,242644
156683,Pierluigi,Gollini,Gollini,244192
156685,Joe,Rothwell,Rothwell,183293
156686,James,Weir,Weir,251058
156687,Ben,Pearson,Pearson,183302
156689,Andreas,Hoelgebaum Pereira,Andreas,203394
156690,Joshua,Harrop,Harrop,289844
157665,Filip,Lesniak,Lesniak,186383
157668,Harry,Winks,Winks,249126
157775,Ken,Sema,Sema,252345
157882,Takumi,Minamino,Minamino,165793
158074,Gabriel Armando,de Abreu,Gabriel,149498
158499,Ryan,Christie,Christie,188077
158534,Kyle,Walker-Peters,Walker-Peters,341051
158544,Jake,Hesketh,Hesketh,315185
159039,Antonio,Barreca,Barreca,241889
159506,Ola,Aina,Aina,236490
159533,Adama,Traoré Diarra,Adama,204103
160190,Kasey,Palmer,Palmer,258216
160729,Jason,Denayer,Denayer,277114
160816,Donald,Love,Love,179451
160817,Patrick,McNair,McNair,167268
160987,Jean-Philippe,Gbamin,Gbamin,182894
162344,Philip,Zinckernagel,Zinckernagel,271098
162651,Samir,Caetano de Souza Santos,Samir,255744
163463,Papa Alioune,Ndiaye,Badou Ndiaye,211325
163526,Edimilson,Fernandes,Fernandes,247555
163776,Erdal,Rakip,Rakip,230746
163793,Matt,Miazga,Miazga,245893
164011,Mbaye,Diagne,Diagne,271966
164484,Zack,Steffen,Steffen,221624
164511,Yerry,Mina,Mina,289446
164555,Vladimir,Coufal,Coufal,157672
165153,Timo,Werner,Werner,170527
165210,Alireza,Jahanbakhsh,Jahanbakhsh,213268
165659,Diego Carlos,Santos Silva,Diego Carlos,329145
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,173900
165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,241641
165911,Bartosz,Kapustka,Kapustka,246579
165990,Vincent,Janssen,Janssen,207015
166324,Ivan,Neves Abreu Cavaleiro,Cavaleiro,149716
166325,Carlos,Ribeiro Dias,Cafú,203655
166477,Timothy,Castagne,Castagne,262226
166640,Fabián,Balbuena,Balbuena,285548
166989,Youri,Tielemans,Tielemans,249565
167074,Kenny,Tete,Tete,206746
167075,Wesley,Hoedt,Hoedt,253765
167199,Thomas,Partey,Partey,230784
167473,José,Izquierdo,Izquierdo,147094
167522,Jordan,Hugill,Hugill,291544
167541,Jack,Payne,Payne,278092
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,281404
167789,Baily,Cargill,Cargill,293450
167878,Ben,Osborn,Osborn,218087
168172,Joe,Lolley,Lolley,287167
168196,Joel Dinis,Castro Pereira,Joel Pereira,192611
168281,Scott,McKenna,McKenna,255906
168287,Jonathan,Calleri,Calleri,284727
168290,Ignacio,Pussetto,Pussetto,283528
168399,Will,Norris,Norris,285033
168566,Georges-Kévin,Nkoudou,Nkoudou,215679
168580,Ayoze,Pérez,Pérez,246968
168717,Maksymilian,Stryjek,Stryjek,240457
168763,Cameron,Carter-Vickers,Carter-Vickers,341049
168764,Luke,Amos,Amos,258912
168765,Josh,Onomah,Onomah,243589
168977,Joel,Coleman,Coleman,285551
168991,Philip,Billing,Billing,320411
169061,Dael,Fry,Fry,314140
169102,Tiemoué,Bakayoko,Bakayoko,182618
169130,Joel,Taylor,Taylor,258310
169141,Steve,Mounie,Mounie,238639
169187,Trent,Alexander-Arnold,Alexander-Arnold,314353
169359,Matt,Targett,Targett,250478
169432,Oliver,McBurnie,McBurnie,298477
169527,Joe,Williams,Joe Williams,268185
169528,Antonee,Robinson,Robinson,349701
169535,Julien,de Sart,de Sart,129592
169593,Remi,Matthews,Matthews,196722
169735,Noor,Husin,Husin,320220
169743,Connor,Mahoney,Mahoney,287528
170137,Allan,Saint-Maximin,Saint-Maximin,272642
170154,Pablo,Maffeo,Maffeo,251876
170271,Jean Michaël,Seri,Seri,178614
170851,Josh,Robson,Josh Robson,357958
171099,Hassane,Kamara,Kamara,290017
171101,Clément,Lenglet,Lenglet,182904
171129,Diego,Rico,Rico,249513
171162,Charly,Musonda,Musonda,177862
171270,Kieran,Dowell,Dowell,258916
171273,Cameron,Borthwick-Jackson,Borthwick-Jackson,258879
171277,Demetri,Mitchell,Mitchell,258886
171287,Joseph,Gomez,Gomez,256178
171314,Rúben,Gato Alves Dias,Dias,258004
171317,Rúben,da Silva Neves,Neves,225161
171319,Renato,Sanches,Sanches,258027
171771,Jan,Bednarek,Bednarek,243028
171975,Callum,Robinson,Callum Robinson,183299
171982,Brian,Lenihan,Lenihan,241916
172246,Florent,Hadergjonaj,Hadergjonaj,238809
172551,Callum,Roberts,Roberts,288952
172567,Josh,Cullen,Cullen,242606
172632,Demarai,Gray,Gray,292417
172649,Dean,Henderson,Henderson,258919
172780,James,Maddison,Maddison,294057
172782,Josh,Brownhill,Brownhill,293569
172841,Saïd,Benrahma,Benrahma,290532
172850,Ben,Chilwell,Chilwell,316125
173399,Mohamed,Dräger,Dräger,192167
173514,Isaac,Success Ajayi,Success,295331
173515,Kelechi,Iheanacho,Iheanacho,295330
173792,Reece,Oxford,Oxford,314295
173804,Layton,Ndukwu,Ndukwu,314284
173807,Tom,Davies,Davies,314210
173809,Jonathan,Leko,Leko,314266
173810,Darnell,Johnson,Johnson,314372
173818,Nathan,Broadhead,Broadhead,344009
173821,Tyler,Roberts,Roberts,296986
173879,Tammy,Abraham,Abraham,331726
173904,Davinson,Sánchez,Sánchez,341429
173954,Jairo,Riedewald,Riedewald,241481
174248,George,Thomas,Thomas,298240
174254,Pedro,Chirivella,Chirivella,242273
174590,Jacob,Maddox,Maddox,314268
174593,Kyle,Edwards,Edwards,314366
174594,Lukas,Nmecha,Nmecha,314288
174597,Andre,Green,Green,309841
174874,Joachim,Andersen,Andersen,260827
174932,Sergi,Canós Tenés,Canós,251845
175351,Demeaco,Duhaney,Duhaney,380913
175353,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,346472
175592,Naby,Keita,Keita,302215
175941,Alfie,Whiteman,Whiteman,282823
175946,Víctor,Camarasa,Camarasa,263856
176295,Matthew,Willock,Willock,289845
176296,Ashley,Fletcher,Fletcher,289846
176297,Marcus,Rashford,Rashford,258923
176413,Christian,Pulisic,Pulisic,315779
176414,Luca,De La Torre,De La Torre,315762
176420,Darnell,Furlong,Furlong,351755
176706,Alfie,Jones,Jones,340990
177815,Dominic,Calvert-Lewin,Calvert-Lewin,306024
178173,Matt,Clarke,Clarke,307497
178186,Jarrod,Bowen,Bowen,314875
178301,Ollie,Watkins,Watkins,324358
178304,Lys,Mousset,Mousset,291422
178867,Antonio,Martinez Lopez,Martínez,302371
178871,Aleix,García Serrano,García,261504
178876,Jesús,Vallejo Lázaro,Vallejo,251896
179018,Miguel,Almirón Rejala,Almirón,272999
179261,Zachary,Dearnley,Dearnley,396284
179268,Marc,Cucurella Saseta,Cucurella,284857
179276,Mathias,Normann,Normann,257805
179456,Oskar,Buur,Buur,293283
179519,Orel,Mangala,Mangala,289592
179587,Dennis,Srbeny,Srbeny,159239
179596,Elliott,Moore,Moore,341993
179620,Mamadou Obbi,Oularé,Oularé,314959
179725,Carl,Stewart,Stewart,479945
179829,Josh,Pask,Pask,339789
179830,Grady,Diangana,Diangana,342048
180135,Sean,Longstaff,S.Longstaff,346707
180151,Nikola,Vlasic,Vlasic,293200
180184,Donny,van de Beek,Van de Beek,288255
180294,Karlan,Grant,Grant,314183
180736,Trevoh,Chalobah,Chalobah,346314
180804,Axel,Tuanzebe,Tuanzebe,342046
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,333241
181008,Albian,Ajeti,Ajeti,195906
181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,225122
181397,Jamie,Sterry,Sterry,250431
181489,Alex,Pike,Pike,345960
181911,Kyle,Scott,Scott,258888
182156,Leroy,Sané,Sané,192565
182436,Ben,Woodburn,Woodburn,344015
182539,Daniel,Ceballos Fernández,Ceballos,319745
182960,Pau,López Sabata,Pau López,286415
183015,Cedric,Kipre,Kipre,364827
183487,Nathan,Holland,Holland,337321
183656,Josh,Dasilva,Dasilva,340321
184029,Martin,Ødegaard,Ødegaard,316264
184259,Richard,Nartey,Nartey,396861
184341,Mason,Mount,Mount,346483
184349,Ryan,Sessegnon,R.Sessegnon,392775
184386,James,Bree,Bree,324223
184667,Victor,Lindelöf,Lindelöf,184573
184704,Marvelous,Nakamba,Nakamba,324882
184754,Hwang,Hee-chan,Hwang,292246
185056,Mateusz,Hewelt,Hewelt,318547
185431,Ali,Gabr,Gabr,122980
185478,Jarosław,Jach,Jach,327755
189627,Dimitris,Giannoulis,Giannoulis,295630
191769,Jonathan,Benteke,Jonathan Benteke,273773
191866,Kristoffer,Ajer,Ajer,328658
192182,Kieran,O'Hara,O'Hara,289791
192290,Connor,Roberts,Roberts,214666
192301,Jon Gorenc,Stankovic,Stankovic,245034
192303,Christoph,Zimmermann,Zimmermann,77812
192895,Kieran,Tierney,Tierney,300716
193109,Callum,Slattery,Slattery,332342
193111,Todd,Cantwell,Cantwell,332341
193204,Joe,Ayodele-Aribo,Aribo,468198
193488,Anwar,El Ghazi,El Ghazi,183720
193645,Robin,Koch,Koch,328784
194010,Rico,Henry,Henry,339556
194126,Michael,Verrips,Verrips,288259
194164,Mason,Holgate,Holgate,348623
194190,Harry,Souttar,Souttar,298091
194252,Steven,Bergwijn,Bergwijn,284165
194401,Adalberto,Peñaranda,Peñaranda,308801
194634,Diogo,Teixeira da Silva,Diogo Jota,340950
194794,Fikayo,Tomori,Tomori,303254
194798,Bernard,Ashley-Seal,Ashley-Seal,322089
194799,Jamal,Lewis,Lewis,346018
195064,Mace,Goodridge,Goodridge,382552
195384,Mikel,Merino,Merino,338424
195471,Anthony,Driscoll-Glennon,Driscoll-Glennon,503683
195473,Rhian,Brewster,Brewster,406560
195480,Josh,Maja,Maja,453824
195546,Emiliano,Buendía Stati,Buendía,321247
195728,Alex,Kral,Kral,337333
195735,Nicolas,Pépé,Pépé,343052
195774,Gedson,Carvalho Fernandes,Fernandes,337800
195851,Scott,McTominay,McTominay,315969
195855,Beni,Baningime,Baningime,399369
195859,Marcus,Browne,Browne,391470
195860,Joe,Powell,Powell,354134
195864,Sam,Field,Field,387331
195899,Gianluca,Scamacca,Scamacca,315867
196118,Yoshinori,Muto,Muto,230541
197030,Aboubakar,Kamara,Kamara,290951
197365,Eric,Bailly,Bailly,286384
197464,Nathaniel,Phillips,Phillips,371814
197469,Hamza,Choudhury,Choudhury,341501
197937,Oliver,Burke,Burke,341317
198044,Harry,Lewis,Lewis,341043
198501,Sead,Haksabanovic,Haksabanovic,349300
198504,Kazaiah,Sterling,Sterling,357397
198826,Ben,Godfrey,Godfrey,343475
198842,Connor,Ronan,Ronan,337787
198847,Bright,Enobakhare,Enobakhare,345772
198849,Lucas,Torreira di Pascua,Torreira,318077
198869,Benjamin,White,White,335721
199170,Moussa,Niakhaté,Niakhaté,291200
199249,Sergio,Reguilón,Reguilón,282429
199404,Tashan,Oakley-Boothe,Oakley-Boothe,406637
199583,Dujon,Sterling,Sterling,346315
199584,Japhet,Tanganga,Tanganga,346478
199598,Ethan,Ampadu,Ampadu,392771
199670,Odsonne,Edouard,Edouard,344152
199796,Matty,Cash,Cash,425334
199798,Ezri,Konsa Ngoyo,Konsa,413403
199806,Dion,Henry,Henry,345899
200088,Daniel,N'Lundulu,Nlundulu,346482
200089,Joe,Willock,Willock,340329
200370,Matt,Butcher,Butcher,391132
200402,Nélson,Cabral Semedo,Semedo,231572
200428,Mateusz,Lis,Lis,345437
200439,Che,Adams,Adams,346779
200455,Julien,Ngoy,Ngoy,286005
200600,Daniel,Castelo Podence,Podence,256977
200617,Daniel,James,James,319301
200641,Reiss,Nelson,Nelson,340325
200720,Caoimhin,Kelleher,Kelleher,340918
200785,Tyler,Adams,Adams,332705
200826,Giovani,Lo Celso,Lo Celso,348795
200878,Filip,Krovinovic,Krovinovic,261988
200884,Tyrese,Campbell,Campbell,382554
201084,Timothy,Fosu-Mensah,Fosu-Mensah,315131
201595,Lucas,Perri,Perri,352041
201658,Marcus,Tavernier,Tavernier,399434
201666,Harvey,Barnes,Barnes,398065
201667,Josh,Knight,Knight,425026
202174,Greg,Luer,Luer,356195
202993,Rodrigo,Bentancur,Bentancur,354362
203325,André-Frank,Zambo Anguissa,Anguissa,354361
203341,Wilfred,Ndidi,Ndidi,274839
203368,Frédéric,Guilbert,Guilbert,354352
203389,Nathan,Tella,Tella,340322
204216,Keshi,Anderson,Anderson,353674
204380,Juninho,Bacuna,Bacuna,348863
204454,Isaac,Mbenza,Mbenza,260806
204480,Declan,Rice,Rice,357662
204481,Tyreke,Johnson,Johnson,404586
204580,Vitaly,Janelt,Janelt,270171
204642,Jay-Roy,Grot,Grot,360517
204676,Andi,Zeqiri,Zeqiri,345468
204716,Ibrahima,Konaté,Konaté,357119
204727,Malang,Sarr,Sarr,344596
204760,Michael,Folivi,Folivi,479939
204819,Elliot,Embleton,Embleton,364828
204820,George,Marsh,Marsh,431424
204822,Omar,Richards,Richards,424881
204968,Ryan,Yates,Yates,425902
205102,Ramadan,Sobhi,Sobhi,312017
205135,Samuel,Shashoua,Shashoua,387313
205533,Eddie,Nketiah,Nketiah,340324
205651,Gabriel,Fernando de Jesus,Jesus,363205
205836,Saman,Ghoddos,Ghoddos,204294
206325,Oleksandr,Zinchenko,Zinchenko,203853
206882,Pontus,Dahlberg,Dahlberg,365544
206915,Curtis,Jones,Jones,433188
207189,Sander,Berge,Berge,333014
207270,Daniel,Iversen,Iversen,260841
207283,Mathias,Jensen,Jensen,319859
207300,Mihai-Alexandru,Dobre,Dobre,365770
207725,Daniel,Agyei,Agyei,367195
208706,Bruno,Guimarães Rodriguez Moura,Bruno Guimarães,520624
208912,Joe,Worrall,Worrall,415970
208973,Francisco,Sierralta,Sierralta,371436
208987,Jeff,Reine-Adelaide,Reine-Adelaide,326300
208998,Zeze Steven,Sessegnon,Sessegnon,406558
209035,Jonathan,Panzo,Panzo,392777
209036,Marc,Guéhi,Guéhi,392757
209037,Zech,Medley,Medley,392761
209040,Timothy,Eyoma,Eyoma,406559
209041,Angel,Gomes,Gomes,392770
209042,Oliver,Skipp,Skipp,406638
209043,Nya,Kirby,Kirby,406633
209045,Taylor,Richards,Richards,484551
209046,Callum,Hudson-Odoi,Hudson-Odoi,392768
209212,Thomas,Edwards,Edwards,430788
209243,Jadon,Sancho,Sancho,401173
209244,Phil,Foden,Foden,406635
209288,Thomas,McGill,McGill,406556
209289,Emile,Smith Rowe,Smith Rowe,392765
209353,Patrick,Cutrone,Cutrone,265078
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,364258
209411,Joe,Tupper,Tupper,424901
209413,Jordi,Osei-Tutu,Osei-Tutu,397099
209418,Tobi,Omole,Omole,503687
209419,Max,Melbourne,Melbourne,460255
209420,Joy,Mukena,Mukena,506213
209925,Xande,Nascimento da Costa Silva,Xande Silva,258011
210156,Taiwo,Awoniyi,Awoniyi,295313
210207,Fousseni,Diabaté,Diabaté,364861
210237,Marko,Grujic,Grujic,222813
210407,Matheus,Pereira,Pereira,225984
210494,Nayef,Aguerd,Aguerd,361914
212319,Richarlison,de Andrade,Richarlison,378710
212325,Pierre,Lees-Melou,Lees-Melou,377393
212721,Lyanco,Silveira Neves Vojnovic,Lyanco,379807
212723,Milot,Rashica,Rashica,291739
213056,Tudor,Baluta,Baluta,433976
213280,Jake,Eastwood,Eastwood,526873
213345,Wesley,Moraes,Wesley,381362
213384,Josh,Clackstone,Clackstone,453306
213405,Filip,Benkovic,Benkovic,293168
213482,Yan,Valery,Valery,406008
213687,Charlie,Goode,Goode,376856
214048,Max,Kilman,Kilman,525247
214225,Joe,Rodon,Rodon,297212
214285,Konstantinos,Tsimikas,Tsimikas,338070
214466,Will,Smallbone,Smallbone,444211
214470,Jake,Vokins,Vokins,421424
214572,Brandon,Austin,Austin,428016
214590,Aaron,Wan-Bissaka,Wan-Bissaka,477758
214987,Kamil,Miazek,Miazek,237632
215059,Robert,Sánchez,Sánchez,403151
215062,Max,Sanders,Sanders,411495
215066,Alex,Cochrane,Cochrane,392773
215136,Neco,Williams,N.Williams,503680
215379,Elliot,Anderson,Anderson,567576
215407,Alfie,Lewis,Lewis,423571
215409,Cameron,John,John,425894
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,475188
215439,Tomas,Soucek,Soucek,283628
215457,Kane,Wilson,Wilson,392774
215460,Ian Carlo,Poveda-Ocampo,Poveda,392763
215476,Joshua,Sargent,Sargent,393325
215610,Marcel,Lavinier,Lavinier,392772
215711,Leon,Bailey,Bailey,387626
215885,Michael,Phillips,Phillips,378629
216051,Diogo,Dalot Teixeira,Dalot,357147
216054,Rúben,Nascimento Vinagre,Vinagre,357158
216058,Domingos,Quina,Quina,391719
216183,Brahim,Diaz,Diaz,314678
216208,Matija,Šarkić,Šarkić,293257
216554,Sam,Hughes,Hughes,395797
216616,Dara,O'Shea,O'Shea,401320
216620,Marcus,Forss,Forss,404584
216646,Yoane,Wissa,Wissa,388165
217331,Sam,Surridge,Surridge,398402
217401,Josh,Benson,Benson,397102
217487,Mbwana Ally,Samatta,Samatta,182201
217593,Pablo,Fornals Malla,Fornals,357885
217989,Rafael,Camacho,Camacho,400831
218023,Jimmy,Dunne,Dunne,396174
218031,Çaglar,Söyüncü,Söyüncü,320141
218112,Jason,Lokilo,Lokilo,325200
218997,Ellis,Simms,Simms,511550
219002,Dodi,Lukebakio,Lukebakio,303259
219265,Felix,Nmecha,Nmecha,406640
219291,Claudio,Gomes,Gomes,395239
219352,Ademola,Lookman,Lookman,406040
219727,Joel,Asoro,Asoro,375391
219847,Kai,Havertz,Havertz,309400
219924,Issa,Diop,Diop,272622
219929,Rafa,Mir,Mir,361254
219937,Rhys,Williams,R.Williams,503679
219961,Raphael,Dias Belloli,Raphinha,411295
220037,Bailey,Peacock-Farrell,Peacock-Farrell,410436
220166,Marc,Navarro,Navarro,335245
220237,Sven,Botman,Botman,361093
220307,Arnaut,Danjuma Groeneveld,Danjuma,355861
220394,Tommy,Doyle,Doyle,433183
220566,Rodrigo,Hernandez,Rodri,357565
220585,Flynn,Downes,Downes,506189
220598,Michael,Obafemi,Obafemi,444208
220627,James,Justin,Justin,413220
220650,Thibaud,Verlinden,Verlinden,338673
220682,Arthur,Okonkwo,Okonkwo,503769
220684,Ajibola,Alese,Alese,502065
220686,Bali,Mumba,Mumba,433186
220688,Mason,Greenwood,Greenwood,532826
220693,Rayhaan,Tulloch,Tulloch,433184
220695,Paris,Maghoma,Maghoma,470596
220738,Jayson,Molumby,Molumby,357656
221239,Keinan,Davis,Davis,412660
221245,Levi,Lumeka,Lumeka,537182
221267,Josh,Tymon,Tymon,419929
221268,Ben,Hinchcliffe,Hinchcliffe,49597
221271,Ben,Wynter,Wynter,464738
221272,Sam,Woods,Woods,611650
221275,Luke,Dreher,Dreher,432293
221286,Charlie,Rowan,Rowan,479944
221399,Jack,Harrison,Harrison,417346
221403,Richie,Laryea,Laryea,417348
221466,Marcos,Senesi,Senesi,469781
221568,Daniel,Kemp,Kemp,396857
221610,Jamie,Shackleton,Shackleton,534700
221632,Cristian,Romero,Romero,355915
221820,Lisandro,Martínez,Martínez,480762
222017,Conor,Coventry,Coventry,419025
222018,Ben,Johnson,Johnson,468002
222434,Jack,Simpson,Simpson,419930
222531,Morgan,Gibbs-White,Gibbs-White,429014
222564,Francisco,Machado Mota de Castro Trincão,Trincão,412669
222625,George,Hirst,Hirst,420808
222627,João,Virgínia,Virgínia,329813
222677,Tahith,Chong,Chong,344830
222690,Tyrell,Malacia,Malacia,339340
222694,Pascal,Struijk,Struijk,410708
222786,Panagiotis,Retsos,Retsos,324351
223081,Kristoffer,Klaesson,Klaesson,418561
223094,Erling,Håland,Haaland,418560
223175,Matthew,Longstaff,M.Longstaff,484387
223332,Faustino,Anjorin,Anjorin,433181
223335,Sylvester,Jasper,Jasper,502074
223337,Jamie,Bowden,Bowden,504051
223340,Bukayo,Saka,Saka,433177
223349,Indiana,Vassilev,Vassilev,469860
223723,Takehiro,Tomiyasu,Tomiyasu,331560
223824,Reece,Hannam,Hannam,503241
223911,Chris,Mepham,Mepham,480987
224068,Matt,Turner,Turner,425306
224117,Viktor,Gyokeres,Gyokeres,325443
224209,Rasmus,Kristensen,Kristensen,369684
224444,Ferran,Torres,Torres,398184
224946,Matthew,Worthington,Worthington,493607
224967,Vitalii,Mykolenko,Mykolenko,404842
224995,Luis,Sinisterra Lucumí,Sinisterra,512385
225000,Dion,Sanderson,Sanderson,495993
225321,Aaron,Ramsdale,Ramsdale,427568
225368,Meritan,Shabani,Shabani,379980
225702,Samuel,Kalu,Kalu,424051
225796,Reece,James,James,472423
225902,Boubakary,Soumaré,Soumaré,344605
226029,Lasse,Sorenson,Sorenson,357967
226182,Jayden,Bogle,Bogle,465717
226597,Gabriel,dos Santos Magalhães,Gabriel,435338
226944,Boubacar,Kamara,Kamara,394327
226956,Mads,Roerslev Rasmussen,Roerslev,391005
227127,Yves,Bissouma,Bissouma,410425
227560,Oghenekaro Peter,Etebo,Etebo,409106
228044,Mads,Bech Sørensen,Bech,372240
228286,Edouard,Mendy,Mendy,442531
228798,Cengiz,Ünder,Ünder,341647
229415,Jon,McCracken,McCracken,403564
229600,Mark,Travers,Travers,357658
230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,447661
230127,Percy,Tau,Tau,312239
230251,Emmanuel,Dennis,Dennis,448854
230428,Philippe,Sandler,Sandler,340460
231065,Ethan,Pinnock,Pinnock,442248
231172,Brandon,Mason,Mason,479942
231372,Tanguy,Ndombele,Ndombele,450936
231747,Jean-Philippe,Mateta,Mateta,420002
232185,Ismaila,Sarr,Sarr,410225
232223,Folarin,Balogun,Balogun,503770
232229,Vontae,Daley-Campbell,Daley-Campbell,530732
232233,Tyreece,John-Jules,John-Jules,503768
232241,Matthew,Smith,Smith,528894
232245,Zak,Swanson,Swanson,540687
232247,Dominic,Thompson,Thompson,503688
232351,Ryan,Giles,Giles,504581
232361,Taylor,Perry,Perry,502073
232391,Jeremy,Ngakia,Ngakia,503795
232398,Nathan,Trott,Trott,431422
232413,Eberechi,Eze,Eze,479999
232423,Nathan,Ferguson,Ferguson,507254
232427,Rekeem,Harper,Harper,456877
232456,Dilan,Markanday,Markanday,530807
232620,Lewis,Brunt,Brunt,533657
232653,Jacob,Ramsey,Ramsey,503749
232667,Akin,Famewo,Famewo,425713
232787,Conor,Gallagher,Gallagher,488362
232792,Tariq,Lamptey,Lamptey,504148
232797,Kayne,Ramsay,Ramsay,530879
232826,Anthony,Gordon,Gordon,503733
232829,Kyle,John,John,504507
232859,Djed,Spence,Spence,483348
232881,Thakgalo,Leshabela,Leshabela,461882
232917,Arijanet,Muric,Muric,371021
232928,James,Garner,Garner,505219
232937,Brandon,Williams,B.Williams,507700
232957,Thomas,Allan,Allan,484390
232960,Lewis,Cass,Cass,474382
232964,Lewis,Gibson,Gibson,419325
232977,Kelland,Watts,Watts,484389
232979,Jack,Young,Young,507235
232980,Max,Aarons,Aarons,471690
233425,Aaron,Connolly,Connolly,434207
233489,Leighton,Clarkson,Clarkson,470606
233497,Adama,Diakhaby,Diakhaby,453594
233849,Archie,Mair,Mair,447063
233963,Konstantinos,Mavropanos,Mavropanos,415912
234370,Marc,Roca Junqué,Roca,336869
